,n,22,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
1106,961,62,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,962,69,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,963,65,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,964,66,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,965,70,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,966,72,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,967,74,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,968,73,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,969,72,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,970,68,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,971,74,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,972,76,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,973,62,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,974,74,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,975,73,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,976,77,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,977,72,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,978,68,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,979,65,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,980,71,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,981,75,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,982,65,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,983,75,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,984,65,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,985,73,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,986,65,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,987,77,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,988,66,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,989,73,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,990,76,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,991,69,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,992,68,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,993,70,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,994,71,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,995,70,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,996,73,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,997,73,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,998,70,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,999,68,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,1000,77,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
