,n,27,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
1053,852,45,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,853,48,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,854,43,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,855,46,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,856,38,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,857,36,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,858,47,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,859,41,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,860,47,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,861,35,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,862,44,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,863,47,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,864,37,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,865,37,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,866,36,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,867,38,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,868,37,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,869,47,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,870,37,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,871,35,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,872,44,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,873,37,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,874,34,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,875,44,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,876,48,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,877,39,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,878,42,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,879,42,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,880,41,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,881,45,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,882,46,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,883,39,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,884,38,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,885,38,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,886,42,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,887,47,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,888,47,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,889,47,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,890,35,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,891,44,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,892,36,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,893,35,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,894,37,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,895,43,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,896,34,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,897,40,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,898,39,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,899,45,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,900,39,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,901,33,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,902,36,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,903,39,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,904,40,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,905,37,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,906,37,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,907,36,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,908,40,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,909,41,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,910,40,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,911,38,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,912,38,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,913,35,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,914,33,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,915,38,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,916,43,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,917,40,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,918,40,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,919,39,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,920,47,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,921,39,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,922,47,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,923,46,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,924,39,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,925,44,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,926,47,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,927,41,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,928,37,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,929,46,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,930,37,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,931,40,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,932,39,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,933,40,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,934,36,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,935,42,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,936,43,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,937,43,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,938,35,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,939,37,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,940,39,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,941,42,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,942,33,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,943,41,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,944,38,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,945,36,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,946,44,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,947,40,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,948,37,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,949,35,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,950,33,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,951,34,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,952,47,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,953,43,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,954,42,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,955,44,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,956,42,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,957,42,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,958,45,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,959,43,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,960,38,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,961,33,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,962,40,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,963,36,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,964,37,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,965,41,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,966,43,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,967,45,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,968,44,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,969,43,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,970,39,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,971,45,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,972,47,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,973,33,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,974,45,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,975,44,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,976,48,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,977,43,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,978,39,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,979,36,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,980,42,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,981,46,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,982,36,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,983,46,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,984,36,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,985,44,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,986,36,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,987,48,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,988,37,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,989,44,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,990,47,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,991,40,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,992,39,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,993,41,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,994,42,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,995,41,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,996,44,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,997,44,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,998,41,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,999,39,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,1000,48,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
