,n,40,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
1175,905,69,293,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,906,68,526,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,907,66,253,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,908,75,275,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,909,78,457,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,910,76,459,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,911,72,308,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,912,70,337,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,913,65,240,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,914,59,535,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,915,70,414,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,916,83,593,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,917,76,438,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,918,75,454,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,919,73,543,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,920,91,521,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,921,72,461,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,922,90,435,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,923,89,379,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,924,72,423,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,925,84,363,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,926,91,342,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,927,78,583,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,928,68,582,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,929,89,240,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,930,68,397,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,931,75,529,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,932,72,584,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,933,75,391,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,934,67,518,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,935,79,605,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,936,83,547,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,937,81,554,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,938,64,564,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,939,69,570,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,940,73,571,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,941,81,461,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,942,60,244,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,943,78,403,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,944,71,483,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,945,67,481,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,946,84,403,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,947,76,443,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,948,68,503,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,949,65,245,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,950,59,423,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,951,62,514,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,952,91,551,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,953,81,292,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,954,81,537,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,955,84,421,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,956,79,240,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,957,80,413,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,958,87,597,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,959,83,386,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,960,70,260,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,961,60,492,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,962,75,624,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,963,66,344,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,964,68,289,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,965,78,440,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,966,82,349,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,967,87,614,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,968,85,609,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,969,82,343,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,970,72,398,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,971,87,479,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,972,91,547,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,973,60,519,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,974,88,261,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,975,85,381,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,976,94,560,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,977,83,628,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,978,74,427,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,979,66,609,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,980,79,387,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,981,89,436,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,982,66,316,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,983,88,354,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,984,66,503,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,985,84,580,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,986,67,407,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,987,94,612,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,988,68,411,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,989,84,519,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,990,92,442,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,991,75,327,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,992,73,311,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,993,77,573,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,994,80,571,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,995,77,341,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,996,84,535,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,997,83,242,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,998,78,357,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,999,73,527,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,1000,93,540,,,,,,,,,,,,,,,,,,,,,,,,,,
