,n,25,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
902,711,51,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,712,63,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,713,59,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,714,64,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,715,55,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,716,53,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,717,49,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,718,66,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,719,48,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,720,50,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,721,51,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,722,49,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,723,57,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,724,64,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,725,65,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,726,59,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,727,66,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,728,64,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,729,67,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,730,51,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,731,53,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,732,51,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,733,57,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,734,52,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,735,51,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,736,57,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,737,68,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,738,51,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,739,57,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,740,60,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,741,58,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,742,58,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,743,60,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,744,59,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,745,52,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,746,64,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,747,52,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,748,58,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,749,68,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,750,63,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,751,58,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,752,60,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,753,50,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,754,68,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,755,53,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,756,66,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,757,54,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,758,55,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,759,66,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,760,56,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,761,64,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,762,53,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,763,50,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,764,52,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,765,51,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,766,49,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,767,64,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,768,54,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,769,56,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,770,61,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,771,55,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,772,55,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,773,61,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,774,65,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,775,67,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,776,68,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,777,61,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,778,55,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,779,48,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,780,64,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,781,66,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,782,48,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,783,62,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,784,60,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,785,48,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,786,66,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,787,62,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,788,64,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,789,52,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,790,68,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,791,57,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,792,63,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,793,56,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,794,63,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,795,50,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,796,51,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,797,64,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,798,60,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,799,54,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,800,64,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,801,64,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,802,65,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,803,55,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,804,66,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,805,64,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,806,62,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,807,68,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,808,56,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,809,58,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,810,58,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,811,64,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,812,63,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,813,48,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,814,58,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,815,54,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,816,49,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,817,49,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,818,68,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,819,57,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,820,59,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,821,59,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,822,56,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,823,62,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,824,57,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,825,56,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,826,59,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,827,67,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,828,56,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,829,54,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,830,63,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,831,52,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,832,57,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,833,66,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,834,51,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,835,48,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,836,50,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,837,59,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,838,62,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,839,48,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,840,68,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,841,68,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,842,57,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,843,51,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,844,64,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,845,57,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,846,50,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,847,53,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,848,58,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,849,59,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,850,52,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,851,64,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,852,63,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,853,67,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,854,61,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,855,65,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,856,55,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,857,52,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,858,67,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,859,59,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,860,66,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,861,50,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,862,62,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,863,66,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,864,53,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,865,54,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,866,52,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,867,55,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,868,54,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,869,67,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,870,54,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,871,51,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,872,62,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,873,53,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,874,50,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,875,62,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,876,68,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,877,57,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,878,60,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,879,60,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,880,59,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,881,63,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,882,65,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,883,56,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,884,55,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,885,55,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,886,60,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,887,66,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,888,66,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,889,67,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,890,50,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,891,62,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,892,52,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,893,51,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,894,53,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,895,61,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,896,49,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,897,58,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,898,56,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,899,64,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,900,56,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,901,48,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,902,53,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,903,56,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,904,57,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,905,54,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,906,53,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,907,52,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,908,57,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,909,59,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,910,58,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,911,55,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,912,54,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,913,51,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,914,48,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,915,54,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,916,62,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,917,57,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,918,57,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,919,56,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,920,67,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,921,56,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,922,66,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,923,65,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,924,56,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,925,62,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,926,67,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,927,59,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,928,53,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,929,65,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,930,53,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,931,57,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,932,56,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,933,57,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,934,53,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,935,59,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,936,62,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,937,61,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,938,51,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,939,54,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,940,56,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,941,60,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,942,48,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,943,59,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,944,55,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,945,52,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,946,62,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,947,58,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,948,53,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,949,51,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,950,48,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,951,50,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,952,66,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,953,61,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,954,61,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,955,62,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,956,59,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,957,60,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,958,64,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,959,62,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,960,54,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,961,48,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,962,57,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,963,52,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,964,53,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,965,59,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,966,61,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,967,64,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,968,63,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,969,61,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,970,55,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,971,64,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,972,67,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,973,48,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,974,64,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,975,63,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,976,68,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,977,62,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,978,57,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,979,52,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,980,60,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,981,66,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,982,52,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,983,65,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,984,52,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,985,62,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,986,52,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,987,68,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,988,53,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,989,63,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,990,67,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,991,57,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,992,56,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,993,59,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,994,60,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,995,58,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,996,62,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,997,62,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,998,59,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,999,56,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,1000,68,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
