,n,25,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
946,761,75,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,762,70,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,763,68,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,764,69,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,765,68,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,766,67,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,767,75,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,768,70,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,769,71,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,770,74,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,771,70,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,772,71,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,773,74,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,774,76,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,775,77,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,776,77,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,777,74,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,778,71,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,779,67,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,780,75,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,781,76,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,782,67,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,783,74,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,784,73,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,785,67,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,786,76,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,787,74,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,788,75,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,789,69,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,790,77,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,791,71,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,792,75,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,793,71,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,794,75,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,795,68,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,796,68,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,797,75,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,798,73,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,799,70,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,800,75,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,801,75,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,802,76,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,803,70,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,804,76,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,805,75,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,806,74,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,807,77,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,808,71,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,809,72,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,810,72,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,811,75,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,812,74,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,813,67,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,814,72,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,815,70,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,816,67,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,817,67,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,818,77,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,819,72,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,820,73,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,821,73,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,822,71,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,823,74,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,824,72,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,825,71,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,826,73,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,827,77,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,828,71,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,829,70,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,830,75,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,831,69,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,832,71,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,833,76,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,834,68,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,835,67,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,836,68,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,837,73,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,838,74,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,839,67,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,840,77,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,841,77,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,842,72,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,843,69,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,844,75,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,845,71,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,846,68,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,847,69,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,848,72,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,849,73,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,850,69,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,851,75,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,852,75,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,853,77,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,854,74,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,855,76,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,856,70,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,857,69,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,858,77,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,859,73,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,860,76,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,861,68,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,862,74,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,863,76,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,864,69,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,865,70,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,866,69,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,867,70,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,868,70,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,869,77,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,870,70,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,871,68,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,872,74,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,873,70,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,874,68,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,875,74,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,876,77,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,877,71,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,878,73,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,879,73,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,880,72,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,881,75,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,882,76,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,883,71,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,884,70,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,885,70,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,886,73,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,887,76,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,888,76,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,889,77,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,890,68,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,891,74,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,892,69,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,893,68,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,894,69,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,895,73,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,896,67,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,897,72,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,898,71,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,899,75,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,900,71,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,901,67,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,902,69,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,903,71,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,904,72,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,905,70,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,906,69,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,907,69,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,908,71,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,909,72,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,910,72,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,911,71,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,912,70,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,913,69,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,914,67,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,915,70,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,916,74,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,917,72,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,918,72,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,919,71,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,920,76,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,921,71,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,922,76,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,923,76,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,924,71,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,925,74,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,926,76,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,927,72,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,928,69,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,929,76,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,930,69,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,931,71,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,932,71,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,933,72,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,934,69,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,935,73,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,936,74,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,937,74,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,938,68,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,939,70,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,940,71,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,941,73,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,942,67,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,943,72,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,944,70,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,945,69,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,946,74,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,947,72,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,948,69,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,949,68,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,950,67,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,951,68,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,952,76,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,953,73,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,954,73,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,955,74,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,956,73,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,957,73,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,958,75,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,959,74,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,960,70,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,961,67,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,962,72,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,963,69,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,964,70,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,965,72,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,966,74,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,967,75,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,968,75,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,969,74,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,970,71,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,971,75,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,972,77,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,973,67,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,974,75,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,975,75,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,976,77,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,977,74,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,978,71,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,979,69,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,980,73,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,981,76,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,982,69,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,983,75,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,984,69,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,985,74,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,986,69,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,987,77,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,988,69,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,989,74,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,990,77,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,991,72,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,992,71,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,993,72,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,994,73,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,995,72,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,996,74,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,997,74,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,998,72,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,999,71,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,1000,77,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
