,n,45,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
1075,781,89,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,782,60,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,783,82,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,784,79,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,785,60,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,786,88,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,787,83,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,788,86,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,789,66,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,790,92,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,791,73,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,792,84,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,793,72,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,794,83,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,795,62,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,796,63,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,797,86,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,798,80,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,799,70,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,800,85,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,801,85,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,802,87,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,803,71,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,804,89,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,805,86,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,806,82,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,807,92,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,808,72,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,809,76,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,810,76,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,811,84,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,812,83,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,813,59,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,814,75,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,815,69,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,816,61,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,817,60,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,818,92,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,819,75,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,820,77,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,821,77,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,822,72,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,823,82,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,824,74,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,825,73,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,826,77,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,827,91,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,828,72,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,829,69,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,830,84,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,831,65,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,832,74,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,833,89,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,834,63,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,835,60,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,836,62,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,837,77,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,838,82,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,839,59,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,840,92,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,841,92,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,842,74,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,843,65,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,844,86,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,845,73,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,846,62,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,847,67,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,848,76,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,849,77,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,850,66,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,851,86,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,852,84,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,853,91,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,854,81,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,855,87,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,856,70,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,857,65,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,858,90,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,859,77,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,860,89,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,861,63,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,862,82,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,863,89,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,864,68,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,865,69,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,866,66,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,867,71,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,868,68,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,869,90,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,870,69,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,871,65,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,872,82,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,873,68,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,874,62,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,875,83,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,876,92,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,877,73,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,878,79,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,879,79,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,880,77,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,881,84,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,882,87,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,883,72,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,884,71,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,885,71,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,886,79,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,887,89,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,888,88,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,889,90,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,890,63,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,891,82,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,892,66,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,893,64,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,894,68,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,895,80,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,896,61,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,897,75,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,898,72,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,899,86,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,900,73,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,901,60,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,902,67,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,903,72,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,904,74,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,905,69,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,906,68,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,907,65,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,908,74,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,909,77,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,910,75,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,911,71,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,912,69,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,913,65,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,914,59,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,915,70,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,916,81,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,917,75,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,918,74,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,919,73,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,920,89,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,921,72,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,922,88,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,923,87,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,924,72,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,925,82,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,926,89,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,927,77,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,928,68,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,929,87,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,930,68,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,931,74,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,932,72,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,933,74,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,934,67,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,935,78,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,936,81,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,937,80,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,938,64,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,939,69,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,940,72,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,941,79,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,942,60,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,943,77,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,944,70,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,945,66,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,946,82,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,947,75,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,948,67,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,949,64,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,950,59,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,951,62,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,952,89,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,953,80,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,954,80,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,955,82,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,956,78,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,957,79,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,958,85,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,959,82,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,960,70,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,961,60,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,962,75,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,963,66,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,964,68,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,965,77,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,966,80,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,967,86,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,968,83,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,969,81,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,970,71,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,971,85,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,972,90,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,973,60,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,974,86,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,975,83,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,976,92,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,977,82,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,978,73,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,979,66,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,980,78,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,981,88,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,982,66,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,983,86,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,984,65,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,985,83,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,986,66,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,987,92,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,988,67,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,989,83,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,990,90,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,991,74,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,992,72,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,993,76,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,994,79,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,995,76,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,996,83,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,997,82,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,998,77,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,999,72,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,1000,91,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
